//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,301,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,15,0
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,2,0,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,100,103,103,103,103,103,103,103,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,103,103
0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,102,102,102,102,102,0,0,100,100
0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,102,0,0,0,102,0,0,0,0
0,0,0,0,100,0,0,103,103,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,100,100,0,0,100,0,0,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,100,100,0,0,100,0,0,100,0,0,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,100,100,0,0,100,0,0,100,0,0,101,0,0,0,101,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0
0,0,0,0,100,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,102,102,102,102,102,0,0,0,0
0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,102,0,0,0,0
0,0,0,0,0,0,0,100,100,0,0,0,0,303,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,303,0,0
0,16,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,14,0
103,103,103,103,103,103,103,100,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
