"// 1",2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,109,110,110,110,110,110,110,110,110,110,110,111,110,110,110,110,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Image\Backgrounds\cyberpunk-street.png
0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,29;9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.000000,2.000000"
0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,29;6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.000000,1.000000"
0,0,0,0,0,0,0,0,0,0,0,112,29;3,0,154,0,0,0,0,0,0,0,0,0,300,0,29;4,38,114,0,0,0,0,0,0,0,0,0,301,0,29;6,0,0,0,112,0,0,0,0,0,0,109,110,110,113,110,110,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,112,110,110,110,111,0,0,0,0,0,0,109,110,110,110,110,110,114,0,0,0,0,0,0,0,0,110,110,110,110,0,0,0,112,27;5,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,112,113,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,110,110,110,111,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,
0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,112,113,114,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,112,113,0,0,0,0,0,0,0,0,113,0,0,0,0,29;10,0,304,0,38,0,300,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,
0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,109,110,110,113,113,114,0,0,0,0,0,0,0,110,110,110,110,0,0,0,0,0,0,0,0,112,113,0,0,0,0,0,0,110,110,113,0,0,113,113,113,113,113,113,113,113,113,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,
0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,112,113,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,113,113,29;16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29;17,113,
0,0,0,0,0,0,0,0,0,0,0,50;1,0,0,29;2,0,0,0,0,0,0,0,50;2,50;3,50;4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50;6,50;9,0,0,0,304,0,0,152,29;9,113,0,0,0,0,0,0,0,0,0,0,113,113,113,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,109,110,113,
0,0,0,0,0,0,0,0,0,109,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,50;5,50;5,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,113,113,113,0,0,0,0,0,110,110,110,110,110,110,110,0,0,0,0,0,113,
0,29;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,113,0,0,0,0,0,50;15,50;16,50;17,32,50;17,50;16,50;15,0,0,0,0,0,113,
0,109,110,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,31;7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,112,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,110,0,0,113,113,113,0,0,0,0,0,110,110,110,110,110,110,110,0,0,0,0,0,113,
